"","date","year","month","day","co2_ppm","decade","year_of_decade","date_scale"
"1189",1997-02-23,1997,2,23,364.96,"1990's",7,1981-02-23
"1190",1997-03-02,1997,3,2,364.01,"1990's",7,1981-03-02
"1191",1997-03-09,1997,3,9,364.3,"1990's",7,1981-03-09
"1192",1997-03-16,1997,3,16,364.77,"1990's",7,1981-03-16
"1193",1997-03-23,1997,3,23,365.33,"1990's",7,1981-03-23
"1194",1997-03-30,1997,3,30,365.88,"1990's",7,1981-03-30
"1195",1997-04-06,1997,4,6,366.1,"1990's",7,1981-04-06
"1196",1997-04-13,1997,4,13,366.63,"1990's",7,1981-04-13
"1197",1997-04-20,1997,4,20,366.84,"1990's",7,1981-04-20
"1198",1997-04-27,1997,4,27,366.75,"1990's",7,1981-04-27
"1199",1997-05-04,1997,5,4,366.6,"1990's",7,1981-05-04
"1200",1997-05-11,1997,5,11,366.96,"1990's",7,1981-05-11
"1201",1997-05-18,1997,5,18,367.15,"1990's",7,1981-05-18
"1202",1997-05-25,1997,5,25,366.36,"1990's",7,1981-05-25
"1203",1997-06-01,1997,6,1,366.21,"1990's",7,1981-06-01
"1204",1997-06-08,1997,6,8,365.89,"1990's",7,1981-06-08
"1205",1997-06-15,1997,6,15,365.5,"1990's",7,1981-06-15
"1206",1997-06-22,1997,6,22,365.36,"1990's",7,1981-06-22
"1207",1997-06-29,1997,6,29,365.25,"1990's",7,1981-06-29
"1208",1997-07-06,1997,7,6,364.93,"1990's",7,1981-07-06
"1209",1997-07-13,1997,7,13,364.62,"1990's",7,1981-07-13
"1210",1997-07-20,1997,7,20,363.76,"1990's",7,1981-07-20
"1211",1997-07-27,1997,7,27,363.73,"1990's",7,1981-07-27
"1212",1997-08-03,1997,8,3,363.33,"1990's",7,1981-08-03
"1213",1997-08-10,1997,8,10,362.78,"1990's",7,1981-08-10
"1214",1997-08-17,1997,8,17,361.33,"1990's",7,1981-08-17
"1215",1997-08-24,1997,8,24,361.69,"1990's",7,1981-08-24
"1216",1997-08-31,1997,8,31,361.59,"1990's",7,1981-08-31
"1217",1997-09-07,1997,9,7,360.23,"1990's",7,1981-09-07
"1218",1997-09-14,1997,9,14,360.48,"1990's",7,1981-09-14
"1219",1997-09-21,1997,9,21,360.03,"1990's",7,1981-09-21
"1220",1997-09-28,1997,9,28,360.14,"1990's",7,1981-09-28
"1221",1997-10-05,1997,10,5,360.68,"1990's",7,1981-10-05
"1222",1997-10-12,1997,10,12,360.87,"1990's",7,1981-10-12
"1223",1997-10-19,1997,10,19,361.17,"1990's",7,1981-10-19
"1224",1997-10-26,1997,10,26,361.45,"1990's",7,1981-10-26
"1225",1997-11-02,1997,11,2,362.21,"1990's",7,1981-11-02
"1226",1997-11-09,1997,11,9,362.29,"1990's",7,1981-11-09
"1227",1997-11-16,1997,11,16,362.68,"1990's",7,1981-11-16
"1228",1997-11-23,1997,11,23,363.42,"1990's",7,1981-11-23
"1229",1997-11-30,1997,11,30,364.11,"1990's",7,1981-11-30
"1230",1997-12-07,1997,12,7,364.19,"1990's",7,1981-12-07
"1231",1997-12-14,1997,12,14,364.45,"1990's",7,1981-12-14
"1232",1997-12-21,1997,12,21,364.87,"1990's",7,1981-12-21
"1233",1997-12-28,1997,12,28,365.15,"1990's",7,1981-12-28
"1234",1998-01-04,1998,1,4,365.43,"1990's",8,1982-01-04
"1235",1998-01-11,1998,1,11,365.43,"1990's",8,1982-01-11
"1236",1998-01-18,1998,1,18,365.22,"1990's",8,1982-01-18
"1237",1998-01-25,1998,1,25,365.5,"1990's",8,1982-01-25
"1238",1998-02-01,1998,2,1,366.09,"1990's",8,1982-02-01
"1239",1998-02-08,1998,2,8,365.74,"1990's",8,1982-02-08
"1240",1998-02-15,1998,2,15,365.8,"1990's",8,1982-02-15
"1241",1998-02-22,1998,2,22,366.79,"1990's",8,1982-02-22
"1242",1998-03-01,1998,3,1,367.24,"1990's",8,1982-03-01
"1243",1998-03-08,1998,3,8,366.79,"1990's",8,1982-03-08
"1244",1998-03-15,1998,3,15,366.96,"1990's",8,1982-03-15
"1245",1998-03-22,1998,3,22,367.9,"1990's",8,1982-03-22
"1246",1998-03-29,1998,3,29,368.95,"1990's",8,1982-03-29
"1247",1998-04-05,1998,4,5,368.47,"1990's",8,1982-04-05
"1248",1998-04-12,1998,4,12,368.61,"1990's",8,1982-04-12
"1249",1998-04-19,1998,4,19,368.48,"1990's",8,1982-04-19
"1250",1998-04-26,1998,4,26,369.69,"1990's",8,1982-04-26
"1251",1998-05-03,1998,5,3,369.86,"1990's",8,1982-05-03
"1252",1998-05-10,1998,5,10,368.45,"1990's",8,1982-05-10
"1253",1998-05-17,1998,5,17,369.72,"1990's",8,1982-05-17
"1254",1998-05-24,1998,5,24,370.08,"1990's",8,1982-05-24
"1255",1998-05-31,1998,5,31,369.74,"1990's",8,1982-05-31
"1256",1998-06-07,1998,6,7,369.27,"1990's",8,1982-06-07
"1257",1998-06-14,1998,6,14,368.94,"1990's",8,1982-06-14
"1258",1998-06-21,1998,6,21,368.91,"1990's",8,1982-06-21
"1259",1998-06-28,1998,6,28,368.34,"1990's",8,1982-06-28
"1260",1998-07-05,1998,7,5,368.58,"1990's",8,1982-07-05
"1261",1998-07-12,1998,7,12,367.89,"1990's",8,1982-07-12
"1262",1998-07-19,1998,7,19,368.06,"1990's",8,1982-07-19
"1263",1998-07-26,1998,7,26,367.25,"1990's",8,1982-07-26
"1264",1998-08-02,1998,8,2,367.05,"1990's",8,1982-08-02
"1265",1998-08-09,1998,8,9,366.38,"1990's",8,1982-08-09
"1266",1998-08-16,1998,8,16,365.69,"1990's",8,1982-08-16
"1267",1998-08-23,1998,8,23,365.49,"1990's",8,1982-08-23
"1268",1998-08-30,1998,8,30,364.89,"1990's",8,1982-08-30
"1269",1998-09-06,1998,9,6,364.45,"1990's",8,1982-09-06
"1270",1998-09-13,1998,9,13,363.79,"1990's",8,1982-09-13
"1271",1998-09-20,1998,9,20,363.65,"1990's",8,1982-09-20
"1272",1998-09-27,1998,9,27,364.19,"1990's",8,1982-09-27
"1273",1998-10-04,1998,10,4,364.24,"1990's",8,1982-10-04
"1274",1998-10-11,1998,10,11,364.44,"1990's",8,1982-10-11
"1275",1998-10-18,1998,10,18,364.67,"1990's",8,1982-10-18
"1276",1998-10-25,1998,10,25,364.94,"1990's",8,1982-10-25
"1277",1998-11-01,1998,11,1,365.08,"1990's",8,1982-11-01
"1278",1998-11-08,1998,11,8,365.54,"1990's",8,1982-11-08
"1279",1998-11-15,1998,11,15,366.1,"1990's",8,1982-11-15
"1280",1998-11-22,1998,11,22,365.97,"1990's",8,1982-11-22
"1281",1998-11-29,1998,11,29,366.74,"1990's",8,1982-11-29
"1282",1998-12-06,1998,12,6,366.97,"1990's",8,1982-12-06
"1283",1998-12-13,1998,12,13,367.32,"1990's",8,1982-12-13
"1284",1998-12-20,1998,12,20,367.44,"1990's",8,1982-12-20
"1285",1998-12-27,1998,12,27,367.79,"1990's",8,1982-12-27
"1286",1999-01-03,1999,1,3,367.97,"1990's",9,1983-01-03
"1287",1999-01-10,1999,1,10,368.27,"1990's",9,1983-01-10
"1288",1999-01-17,1999,1,17,367.97,"1990's",9,1983-01-17
"1289",1999-01-24,1999,1,24,369.26,"1990's",9,1983-01-24
"1290",1999-01-31,1999,1,31,369.43,"1990's",9,1983-01-31
"1291",1999-02-07,1999,2,7,369.27,"1990's",9,1983-02-07
"1292",1999-02-14,1999,2,14,368.79,"1990's",9,1983-02-14
"1293",1999-02-21,1999,2,21,369.24,"1990's",9,1983-02-21
"1294",1999-02-28,1999,2,28,368.19,"1990's",9,1983-02-28
"1295",1999-03-07,1999,3,7,369.39,"1990's",9,1983-03-07
"1296",1999-03-14,1999,3,14,370.34,"1990's",9,1983-03-14
"1297",1999-03-21,1999,3,21,370.73,"1990's",9,1983-03-21
"1298",1999-03-28,1999,3,28,370.83,"1990's",9,1983-03-28
"1299",1999-04-04,1999,4,4,371.9,"1990's",9,1983-04-04
"1300",1999-04-11,1999,4,11,371.67,"1990's",9,1983-04-11
"1301",1999-04-18,1999,4,18,370.45,"1990's",9,1983-04-18
"1302",1999-04-25,1999,4,25,370.76,"1990's",9,1983-04-25
"1303",1999-05-02,1999,5,2,371.69,"1990's",9,1983-05-02
"1304",1999-05-09,1999,5,9,371.24,"1990's",9,1983-05-09
"1305",1999-05-16,1999,5,16,370.74,"1990's",9,1983-05-16
"1306",1999-05-23,1999,5,23,370.89,"1990's",9,1983-05-23
"1307",1999-05-30,1999,5,30,370.88,"1990's",9,1983-05-30
"1308",1999-06-06,1999,6,6,370.55,"1990's",9,1983-06-06
"1309",1999-06-13,1999,6,13,370.58,"1990's",9,1983-06-13
"1310",1999-06-20,1999,6,20,370.05,"1990's",9,1983-06-20
"1311",1999-06-27,1999,6,27,369.94,"1990's",9,1983-06-27
"1312",1999-07-04,1999,7,4,370.21,"1990's",9,1983-07-04
"1313",1999-07-11,1999,7,11,370.29,"1990's",9,1983-07-11
"1314",1999-07-18,1999,7,18,369.25,"1990's",9,1983-07-18
"1315",1999-07-25,1999,7,25,368.43,"1990's",9,1983-07-25
"1316",1999-08-01,1999,8,1,367.85,"1990's",9,1983-08-01
"1317",1999-08-08,1999,8,8,367.5,"1990's",9,1983-08-08
"1318",1999-08-15,1999,8,15,366.75,"1990's",9,1983-08-15
"1319",1999-08-22,1999,8,22,366.42,"1990's",9,1983-08-22
"1320",1999-08-29,1999,8,29,365.32,"1990's",9,1983-08-29
"1321",1999-09-05,1999,9,5,364.48,"1990's",9,1983-09-05
"1322",1999-09-12,1999,9,12,365.31,"1990's",9,1983-09-12
"1323",1999-09-19,1999,9,19,365.2,"1990's",9,1983-09-19
"1324",1999-09-26,1999,9,26,364.82,"1990's",9,1983-09-26
"1325",1999-10-03,1999,10,3,365.3,"1990's",9,1983-10-03
"1326",1999-10-10,1999,10,10,365.34,"1990's",9,1983-10-10
"1327",1999-10-17,1999,10,17,365.75,"1990's",9,1983-10-17
"1328",1999-10-24,1999,10,24,365.8,"1990's",9,1983-10-24
"1329",1999-10-31,1999,10,31,366.13,"1990's",9,1983-10-31
"1330",1999-11-07,1999,11,7,366.8,"1990's",9,1983-11-07
"1331",1999-11-14,1999,11,14,366.91,"1990's",9,1983-11-14
"1332",1999-11-21,1999,11,21,367.24,"1990's",9,1983-11-21
"1333",1999-11-28,1999,11,28,367.6,"1990's",9,1983-11-28
"1334",1999-12-05,1999,12,5,368.03,"1990's",9,1983-12-05
"1335",1999-12-12,1999,12,12,368.05,"1990's",9,1983-12-12
"1336",1999-12-19,1999,12,19,368.43,"1990's",9,1983-12-19
"1337",1999-12-26,1999,12,26,368.9,"1990's",9,1983-12-26
"1338",2000-01-02,2000,1,2,368.89,"2000's",0,1974-01-02
"1339",2000-01-09,2000,1,9,369.03,"2000's",0,1974-01-09
"1340",2000-01-16,2000,1,16,370.19,"2000's",0,1974-01-16
"1341",2000-01-23,2000,1,23,370.24,"2000's",0,1974-01-23
"1342",2000-01-30,2000,1,30,369.41,"2000's",0,1974-01-30
"1343",2000-02-06,2000,2,6,369.77,"2000's",0,1974-02-06
"1344",2000-02-13,2000,2,13,370.14,"2000's",0,1974-02-13
"1345",2000-02-20,2000,2,20,369.52,"2000's",0,1974-02-20
"1346",2000-02-27,2000,2,27,370.27,"2000's",0,1974-02-27
"1347",2000-03-05,2000,3,5,370.24,"2000's",0,1974-03-05
"1348",2000-03-12,2000,3,12,370.8,"2000's",0,1974-03-12
"1349",2000-03-19,2000,3,19,371.05,"2000's",0,1974-03-19
"1350",2000-03-26,2000,3,26,371.29,"2000's",0,1974-03-26
"1351",2000-04-02,2000,4,2,371.23,"2000's",0,1974-04-02
"1352",2000-04-09,2000,4,9,372.17,"2000's",0,1974-04-09
"1353",2000-04-16,2000,4,16,372.5,"2000's",0,1974-04-16
"1354",2000-04-23,2000,4,23,372.08,"2000's",0,1974-04-23
"1355",2000-04-30,2000,4,30,371.07,"2000's",0,1974-04-30
"1356",2000-05-07,2000,5,7,372.04,"2000's",0,1974-05-07
"1357",2000-05-14,2000,5,14,371.67,"2000's",0,1974-05-14
"1358",2000-05-21,2000,5,21,372.24,"2000's",0,1974-05-21
"1359",2000-05-28,2000,5,28,372.04,"2000's",0,1974-05-28
"1360",2000-06-04,2000,6,4,372.08,"2000's",0,1974-06-04
"1361",2000-06-11,2000,6,11,371.83,"2000's",0,1974-06-11
"1362",2000-06-18,2000,6,18,371.95,"2000's",0,1974-06-18
"1363",2000-06-25,2000,6,25,371.41,"2000's",0,1974-06-25
"1364",2000-07-02,2000,7,2,370.39,"2000's",0,1974-07-02
"1365",2000-07-09,2000,7,9,370.31,"2000's",0,1974-07-09
"1366",2000-07-16,2000,7,16,370.1,"2000's",0,1974-07-16
"1367",2000-07-23,2000,7,23,369.35,"2000's",0,1974-07-23
"1368",2000-07-30,2000,7,30,369.08,"2000's",0,1974-07-30
"1369",2000-08-06,2000,8,6,368.62,"2000's",0,1974-08-06
"1370",2000-08-13,2000,8,13,368.4,"2000's",0,1974-08-13
"1371",2000-08-20,2000,8,20,367.68,"2000's",0,1974-08-20
"1372",2000-08-27,2000,8,27,367.7,"2000's",0,1974-08-27
"1373",2000-09-03,2000,9,3,367.32,"2000's",0,1974-09-03
"1374",2000-09-10,2000,9,10,367.33,"2000's",0,1974-09-10
"1375",2000-09-17,2000,9,17,366.86,"2000's",0,1974-09-17
"1376",2000-09-24,2000,9,24,366.86,"2000's",0,1974-09-24
"1377",2000-10-01,2000,10,1,366.78,"2000's",0,1974-10-01
"1378",2000-10-08,2000,10,8,366.88,"2000's",0,1974-10-08
"1379",2000-10-15,2000,10,15,367.14,"2000's",0,1974-10-15
"1380",2000-10-22,2000,10,22,367.62,"2000's",0,1974-10-22
"1381",2000-10-29,2000,10,29,368,"2000's",0,1974-10-29
"1382",2000-11-05,2000,11,5,368.2,"2000's",0,1974-11-05
"1383",2000-11-12,2000,11,12,368.75,"2000's",0,1974-11-12
"1384",2000-11-19,2000,11,19,368.64,"2000's",0,1974-11-19
"1385",2000-11-26,2000,11,26,368.85,"2000's",0,1974-11-26
"1386",2000-12-03,2000,12,3,369.84,"2000's",0,1974-12-03
"1387",2000-12-10,2000,12,10,369.83,"2000's",0,1974-12-10
"1388",2000-12-17,2000,12,17,369.81,"2000's",0,1974-12-17
"1389",2000-12-24,2000,12,24,370.02,"2000's",0,1974-12-24
"1390",2000-12-31,2000,12,31,370.34,"2000's",0,1974-12-31
"1391",2001-01-07,2001,1,7,370.46,"2000's",1,1975-01-07
"1392",2001-01-14,2001,1,14,370.84,"2000's",1,1975-01-14
"1393",2001-01-21,2001,1,21,370.69,"2000's",1,1975-01-21
"1394",2001-01-28,2001,1,28,371.53,"2000's",1,1975-01-28
"1395",2001-02-04,2001,2,4,371.76,"2000's",1,1975-02-04
"1396",2001-02-11,2001,2,11,372.14,"2000's",1,1975-02-11
"1397",2001-02-18,2001,2,18,371.66,"2000's",1,1975-02-18
"1398",2001-02-25,2001,2,25,371.9,"2000's",1,1975-02-25
"1399",2001-03-04,2001,3,4,372.37,"2000's",1,1975-03-04
"1400",2001-03-11,2001,3,11,372.67,"2000's",1,1975-03-11
"1401",2001-03-18,2001,3,18,372.72,"2000's",1,1975-03-18
"1402",2001-03-25,2001,3,25,372.58,"2000's",1,1975-03-25
"1403",2001-04-01,2001,4,1,372.63,"2000's",1,1975-04-01
"1404",2001-04-08,2001,4,8,373.79,"2000's",1,1975-04-08
"1405",2001-04-15,2001,4,15,373.9,"2000's",1,1975-04-15
"1406",2001-04-22,2001,4,22,373.79,"2000's",1,1975-04-22
"1407",2001-04-29,2001,4,29,373.73,"2000's",1,1975-04-29
"1408",2001-05-06,2001,5,6,374.12,"2000's",1,1975-05-06
"1409",2001-05-13,2001,5,13,373.88,"2000's",1,1975-05-13
"1410",2001-05-20,2001,5,20,374.09,"2000's",1,1975-05-20
"1411",2001-05-27,2001,5,27,374.07,"2000's",1,1975-05-27
"1412",2001-06-03,2001,6,3,373.65,"2000's",1,1975-06-03
"1413",2001-06-10,2001,6,10,373.23,"2000's",1,1975-06-10
"1414",2001-06-17,2001,6,17,373.3,"2000's",1,1975-06-17
"1415",2001-06-24,2001,6,24,373.2,"2000's",1,1975-06-24
"1416",2001-07-01,2001,7,1,372.66,"2000's",1,1975-07-01
"1417",2001-07-08,2001,7,8,371.52,"2000's",1,1975-07-08
"1418",2001-07-15,2001,7,15,371.48,"2000's",1,1975-07-15
"1419",2001-07-22,2001,7,22,371.04,"2000's",1,1975-07-22
"1420",2001-07-29,2001,7,29,371.06,"2000's",1,1975-07-29
"1421",2001-08-05,2001,8,5,370.09,"2000's",1,1975-08-05
"1422",2001-08-12,2001,8,12,369.36,"2000's",1,1975-08-12
"1423",2001-08-19,2001,8,19,369.48,"2000's",1,1975-08-19
"1424",2001-08-26,2001,8,26,369.45,"2000's",1,1975-08-26
"1425",2001-09-02,2001,9,2,368.5,"2000's",1,1975-09-02
"1426",2001-09-09,2001,9,9,368.72,"2000's",1,1975-09-09
"1427",2001-09-16,2001,9,16,368.21,"2000's",1,1975-09-16
"1428",2001-09-23,2001,9,23,367.97,"2000's",1,1975-09-23
"1429",2001-09-30,2001,9,30,368.21,"2000's",1,1975-09-30
"1430",2001-10-07,2001,10,7,368.46,"2000's",1,1975-10-07
"1431",2001-10-14,2001,10,14,368.33,"2000's",1,1975-10-14
"1432",2001-10-21,2001,10,21,368.87,"2000's",1,1975-10-21
"1433",2001-10-28,2001,10,28,369.29,"2000's",1,1975-10-28
"1434",2001-11-04,2001,11,4,369.29,"2000's",1,1975-11-04
"1435",2001-11-11,2001,11,11,370.01,"2000's",1,1975-11-11
"1436",2001-11-18,2001,11,18,370.4,"2000's",1,1975-11-18
"1437",2001-11-25,2001,11,25,370.61,"2000's",1,1975-11-25
"1438",2001-12-02,2001,12,2,370.96,"2000's",1,1975-12-02
"1439",2001-12-09,2001,12,9,371.4,"2000's",1,1975-12-09
"1440",2001-12-16,2001,12,16,371.44,"2000's",1,1975-12-16
"1441",2001-12-23,2001,12,23,371.87,"2000's",1,1975-12-23
"1442",2001-12-30,2001,12,30,372.38,"2000's",1,1975-12-30
"1443",2002-01-06,2002,1,6,372.38,"2000's",2,1976-01-06
"1444",2002-01-13,2002,1,13,372.91,"2000's",2,1976-01-13
"1445",2002-01-20,2002,1,20,372.75,"2000's",2,1976-01-20
"1446",2002-01-27,2002,1,27,372.99,"2000's",2,1976-01-27
"1447",2002-02-03,2002,2,3,373.13,"2000's",2,1976-02-03
"1448",2002-02-10,2002,2,10,373.18,"2000's",2,1976-02-10
"1449",2002-02-17,2002,2,17,373.26,"2000's",2,1976-02-17
"1450",2002-02-24,2002,2,24,373.91,"2000's",2,1976-02-24
"1451",2002-03-03,2002,3,3,374.06,"2000's",2,1976-03-03
"1452",2002-03-10,2002,3,10,374.31,"2000's",2,1976-03-10
"1453",2002-03-17,2002,3,17,374.81,"2000's",2,1976-03-17
"1454",2002-03-24,2002,3,24,374.45,"2000's",2,1976-03-24
"1455",2002-03-31,2002,3,31,374.43,"2000's",2,1976-03-31
"1456",2002-04-07,2002,4,7,374.7,"2000's",2,1976-04-07
"1457",2002-04-14,2002,4,14,375.4,"2000's",2,1976-04-14
"1458",2002-04-21,2002,4,21,375.59,"2000's",2,1976-04-21
"1459",2002-04-28,2002,4,28,376.23,"2000's",2,1976-04-28
"1460",2002-05-05,2002,5,5,375.76,"2000's",2,1976-05-05
"1461",2002-05-12,2002,5,12,375.24,"2000's",2,1976-05-12
"1462",2002-05-19,2002,5,19,376.1,"2000's",2,1976-05-19
"1463",2002-05-26,2002,5,26,376.41,"2000's",2,1976-05-26
"1464",2002-06-02,2002,6,2,376.07,"2000's",2,1976-06-02
"1465",2002-06-09,2002,6,9,375.62,"2000's",2,1976-06-09
"1466",2002-06-16,2002,6,16,375.4,"2000's",2,1976-06-16
"1467",2002-06-23,2002,6,23,375.66,"2000's",2,1976-06-23
"1468",2002-06-30,2002,6,30,374.99,"2000's",2,1976-06-30
"1469",2002-07-07,2002,7,7,374.63,"2000's",2,1976-07-07
"1470",2002-07-14,2002,7,14,374.09,"2000's",2,1976-07-14
"1471",2002-07-21,2002,7,21,373.51,"2000's",2,1976-07-21
"1472",2002-07-28,2002,7,28,373.49,"2000's",2,1976-07-28
"1473",2002-08-04,2002,8,4,372.75,"2000's",2,1976-08-04
"1474",2002-08-11,2002,8,11,371.99,"2000's",2,1976-08-11
"1475",2002-08-18,2002,8,18,371.5,"2000's",2,1976-08-18
"1476",2002-08-25,2002,8,25,371.11,"2000's",2,1976-08-25
"1477",2002-09-01,2002,9,1,370.43,"2000's",2,1976-09-01
"1478",2002-09-08,2002,9,8,371.81,"2000's",2,1976-09-08
"1479",2002-09-15,2002,9,15,371.01,"2000's",2,1976-09-15
"1480",2002-09-22,2002,9,22,370.67,"2000's",2,1976-09-22
"1481",2002-09-29,2002,9,29,370.05,"2000's",2,1976-09-29
"1482",2002-10-06,2002,10,6,370.08,"2000's",2,1976-10-06
"1483",2002-10-13,2002,10,13,371.41,"2000's",2,1976-10-13
"1484",2002-10-20,2002,10,20,370.87,"2000's",2,1976-10-20
"1485",2002-10-27,2002,10,27,371.24,"2000's",2,1976-10-27
"1486",2002-11-03,2002,11,3,372.14,"2000's",2,1976-11-03
"1487",2002-11-10,2002,11,10,372.04,"2000's",2,1976-11-10
"1488",2002-11-17,2002,11,17,372.91,"2000's",2,1976-11-17
"1489",2002-11-24,2002,11,24,372.94,"2000's",2,1976-11-24
"1490",2002-12-01,2002,12,1,373.23,"2000's",2,1976-12-01
"1491",2002-12-08,2002,12,8,373.77,"2000's",2,1976-12-08
"1492",2002-12-15,2002,12,15,373.76,"2000's",2,1976-12-15
"1493",2002-12-22,2002,12,22,374.66,"2000's",2,1976-12-22
"1494",2002-12-29,2002,12,29,374.88,"2000's",2,1976-12-29
"1495",2003-01-05,2003,1,5,374.73,"2000's",3,1977-01-05
"1496",2003-01-12,2003,1,12,375.21,"2000's",3,1977-01-12
"1497",2003-01-19,2003,1,19,375.1,"2000's",3,1977-01-19
"1498",2003-01-26,2003,1,26,375.48,"2000's",3,1977-01-26
"1499",2003-02-02,2003,2,2,375.35,"2000's",3,1977-02-02
"1500",2003-02-09,2003,2,9,375.3,"2000's",3,1977-02-09
"1501",2003-02-16,2003,2,16,376.57,"2000's",3,1977-02-16
"1502",2003-02-23,2003,2,23,376.2,"2000's",3,1977-02-23
"1503",2003-03-02,2003,3,2,376.49,"2000's",3,1977-03-02
"1504",2003-03-09,2003,3,9,376.55,"2000's",3,1977-03-09
"1505",2003-03-16,2003,3,16,376.15,"2000's",3,1977-03-16
"1506",2003-03-23,2003,3,23,377.18,"2000's",3,1977-03-23
"1507",2003-03-30,2003,3,30,377.03,"2000's",3,1977-03-30
"1508",2003-04-06,2003,4,6,377.32,"2000's",3,1977-04-06
"1509",2003-04-13,2003,4,13,377.98,"2000's",3,1977-04-13
"1510",2003-04-20,2003,4,20,378.54,"2000's",3,1977-04-20
"1511",2003-04-27,2003,4,27,378.81,"2000's",3,1977-04-27
"1512",2003-05-04,2003,5,4,378.25,"2000's",3,1977-05-04
"1513",2003-05-11,2003,5,11,378.25,"2000's",3,1977-05-11
"1514",2003-05-18,2003,5,18,379.62,"2000's",3,1977-05-18
"1515",2003-05-25,2003,5,25,378.91,"2000's",3,1977-05-25
"1516",2003-06-01,2003,6,1,378.59,"2000's",3,1977-06-01
"1517",2003-06-08,2003,6,8,378.68,"2000's",3,1977-06-08
"1518",2003-06-15,2003,6,15,378.3,"2000's",3,1977-06-15
"1519",2003-06-22,2003,6,22,378.49,"2000's",3,1977-06-22
"1520",2003-06-29,2003,6,29,377.76,"2000's",3,1977-06-29
"1521",2003-07-06,2003,7,6,376.74,"2000's",3,1977-07-06
"1522",2003-07-13,2003,7,13,377.41,"2000's",3,1977-07-13
"1523",2003-07-20,2003,7,20,376.57,"2000's",3,1977-07-20
"1524",2003-07-27,2003,7,27,376.08,"2000's",3,1977-07-27
"1525",2003-08-03,2003,8,3,375.12,"2000's",3,1977-08-03
"1526",2003-08-10,2003,8,10,374.9,"2000's",3,1977-08-10
"1527",2003-08-17,2003,8,17,374.06,"2000's",3,1977-08-17
"1528",2003-08-24,2003,8,24,373.61,"2000's",3,1977-08-24
"1529",2003-08-31,2003,8,31,373.37,"2000's",3,1977-08-31
"1530",2003-09-07,2003,9,7,373.3,"2000's",3,1977-09-07
"1531",2003-09-14,2003,9,14,373.05,"2000's",3,1977-09-14
"1532",2003-09-21,2003,9,21,373.51,"2000's",3,1977-09-21
"1533",2003-09-28,2003,9,28,373.45,"2000's",3,1977-09-28
"1534",2003-10-05,2003,10,5,373.09,"2000's",3,1977-10-05
"1535",2003-10-12,2003,10,12,372.95,"2000's",3,1977-10-12
"1536",2003-10-19,2003,10,19,373.6,"2000's",3,1977-10-19
"1537",2003-10-26,2003,10,26,373.56,"2000's",3,1977-10-26
"1538",2003-11-02,2003,11,2,374.14,"2000's",3,1977-11-02
"1539",2003-11-09,2003,11,9,374.7,"2000's",3,1977-11-09
"1540",2003-11-16,2003,11,16,375.06,"2000's",3,1977-11-16
"1541",2003-11-23,2003,11,23,375.45,"2000's",3,1977-11-23
"1542",2003-11-30,2003,11,30,375.49,"2000's",3,1977-11-30
"1543",2003-12-07,2003,12,7,375.95,"2000's",3,1977-12-07
"1544",2003-12-14,2003,12,14,376.51,"2000's",3,1977-12-14
"1545",2003-12-21,2003,12,21,376.31,"2000's",3,1977-12-21
"1546",2003-12-28,2003,12,28,376.53,"2000's",3,1977-12-28
"1547",2004-01-04,2004,1,4,376.51,"2000's",4,1978-01-04
"1548",2004-01-11,2004,1,11,377.13,"2000's",4,1978-01-11
"1549",2004-01-18,2004,1,18,377.28,"2000's",4,1978-01-18
"1550",2004-01-25,2004,1,25,378.13,"2000's",4,1978-01-25
"1551",2004-02-01,2004,2,1,378.06,"2000's",4,1978-02-01
"1552",2004-02-08,2004,2,8,378.61,"2000's",4,1978-02-08
"1553",2004-02-15,2004,2,15,377.67,"2000's",4,1978-02-15
"1554",2004-02-22,2004,2,22,377.79,"2000's",4,1978-02-22
"1555",2004-02-29,2004,2,29,378.46,"2000's",4,NA
"1556",2004-03-07,2004,3,7,379.14,"2000's",4,1978-03-07
"1557",2004-03-14,2004,3,14,379.4,"2000's",4,1978-03-14
"1558",2004-03-21,2004,3,21,378.67,"2000's",4,1978-03-21
"1559",2004-03-28,2004,3,28,379.9,"2000's",4,1978-03-28
"1560",2004-04-04,2004,4,4,380.2,"2000's",4,1978-04-04
"1561",2004-04-11,2004,4,11,380.92,"2000's",4,1978-04-11
"1562",2004-04-18,2004,4,18,380.56,"2000's",4,1978-04-18
"1563",2004-04-25,2004,4,25,380.82,"2000's",4,1978-04-25
"1564",2004-05-02,2004,5,2,380.9,"2000's",4,1978-05-02
"1565",2004-05-09,2004,5,9,380.89,"2000's",4,1978-05-09
"1566",2004-05-16,2004,5,16,380.43,"2000's",4,1978-05-16
"1567",2004-05-23,2004,5,23,381.25,"2000's",4,1978-05-23
"1568",2004-05-30,2004,5,30,380.11,"2000's",4,1978-05-30
"1569",2004-06-06,2004,6,6,380.27,"2000's",4,1978-06-06
"1570",2004-06-13,2004,6,13,380.34,"2000's",4,1978-06-13
"1571",2004-06-20,2004,6,20,379.55,"2000's",4,1978-06-20
"1572",2004-06-27,2004,6,27,379.32,"2000's",4,1978-06-27
"1573",2004-07-04,2004,7,4,378.51,"2000's",4,1978-07-04
"1574",2004-07-11,2004,7,11,378.07,"2000's",4,1978-07-11
"1575",2004-07-18,2004,7,18,376.92,"2000's",4,1978-07-18
"1576",2004-07-25,2004,7,25,376.59,"2000's",4,1978-07-25
